Metabolites,FC,pvalue,vip,sign
MEDP1032,0.9537769916049764,0.6554035950768139,0.5484501058518361,non significant
MEDP1033,1.006119383799422,0.9461981318505354,0.09076630874118664,non significant
MEDP1061,1.0242199228208801,0.6855387086792604,0.6273267171924997,non significant
MEDP1062,0.9722900227963504,0.8132959099195174,0.610932589810543,non significant
MEDP1068,1.0125566219497257,0.9805651912305973,1.366019175304656,non significant
MEDP1072,1.098859689910745,0.4086388360281489,0.8626777689943617,non significant
MEDP1073,1.0739904043608226,0.13363366758683576,1.3373433015575267,non significant
MEDP1077,1.0244939325833737,0.714459256694502,0.43401425232676355,non significant
MEDP1083,1.14916777896486,0.836194488629983,0.3866393217492464,non significant
MEDP1096,0.9447873425993794,0.6002286728093085,0.8125597723271237,non significant
MEDP1100,0.9797090420246948,0.8307079414235786,0.42539030807878836,non significant
MEDP1127,0.9960047244743568,0.9805651912305973,0.6358993109530187,non significant
MEDP1132,0.9454752889502628,0.5791793448973557,1.0318677860479137,non significant
MEDP1144,0.9816817032261104,0.8397488680631977,0.4293149653603843,non significant
MEDP1146,0.904981754277091,0.21100364621225856,1.1216361445254377,non significant
MEDP1161,0.9707769918684847,0.8308217988868476,0.8397024749471645,non significant
MEDP1165,0.904981754277091,0.21100364621225856,1.1216361445254377,non significant
MEDP1171,1.0810032422565257,0.7687090571144046,1.0630135966444747,non significant
MEDP1177,1.1870197610077236,0.9630542085196343,0.2311952427663923,non significant
MEDP1178,1.0187644127026256,0.8554916494416929,0.7917533143360498,non significant
MEDP1194,1.0228266573312323,0.8801291723471814,0.332703165099526,non significant
MEDP1196,1.0476594982824061,0.8293806948011031,0.3079959732762374,non significant
MEDP1203,0.9735480558488561,0.8090983949704541,0.398673119833669,non significant
MEDP1211,1.0027940071928128,0.9152035839928349,0.3443119906272887,non significant
MEDP1212,0.9648425123415059,0.8106241148900436,0.4485871197988583,non significant
MEDP1221,0.9729359862174505,0.5142253395294766,1.0098324331785764,non significant
MEDP1228,1.0456932834542714,0.7654758541849229,0.5828028411996837,non significant
MEDP1234,1.4899916919654654,0.20427340875094574,1.3070814085948097,non significant
MEDP1242,0.9357065310916532,0.44261286681989365,1.062616957639548,non significant
MEDP1243,1.7061344856499894,0.27575591377238157,1.079222123208079,non significant
MEDP1247,0.9833167691193975,0.5895738264614367,1.1505035055608714,non significant
MEDP1251,1.1117600435756188,0.4075554557858701,0.9427815584774113,non significant
MEDP1272,0.9658316754578227,0.4208805817336998,1.1926572360019543,non significant
MEDP1273,0.9700134037623922,0.7008263827013044,1.0276110841427046,non significant
MEDP1274,2.2989343196873886,0.04713857661992054,1.6994631445797836,Higher in MCI
MEDP1298,0.9186859740632354,0.6428025582482398,0.8950298217144784,non significant
MEDP1304,0.9069199907975847,0.9139228385535654,0.5308763268165202,non significant
MEDP1331,1.0756670432069062,0.4452415966324187,1.0468074294647025,non significant
MEDP1333,1.143867312895034,0.12488670603590193,1.4785689911672217,non significant
MEDP1343,0.910988318554807,0.5536864649138473,0.6488894211305729,non significant
MEDP1373,0.9435007355197561,0.7825880230606606,0.8345674556468008,non significant
MEDP1394,0.9791689057626094,0.8308217988868476,0.30427970272876353,non significant
MEDP1396,1.6553113537637816,0.43984301040349516,1.0565447345781693,non significant
MEDP1400,1.2032051100071561,0.08196210612835585,1.3957955783858265,non significant
MEDP1404,1.0718825921166195,0.8052973404194682,0.42704392452061246,non significant
MEDP1408,1.102142873251679,0.9024329908277102,0.15340699507194067,non significant
MEDP1410,1.0537153637617023,0.7687090571144046,0.48939722403761177,non significant
MEDP1415,1.1510569464768463,0.34166929251837846,0.9445339179775091,non significant
MEDP1422,1.0256643017013858,0.9173937221951695,0.5940863597551144,non significant
MEDP1431,0.9842216540812924,0.9658374165459336,0.07452886076869585,non significant
MEDP1432,1.0307256152180333,0.9161926630769263,0.12815871645804905,non significant
MEDP1433,0.939114460590767,0.4778408284835023,0.7781210297476616,non significant
MEDP1434,1.0269657464469037,0.8756272838936662,0.33511920370314097,non significant
MEDP1449,0.8285322266229913,0.3579324068573023,0.9491223945962796,non significant
MEDP1450,0.8285322266229913,0.3579324068573023,0.9491223945962796,non significant
MEDP1465,0.9331579353441599,0.22933973738934746,1.0966681500528295,non significant
MEDP1472,1.143460630897126,0.8796450312929673,0.31786818726383875,non significant
MEDP1479,0.5822441372385224,0.2671161779274808,1.1080855245630954,non significant
MEDP1488,1.0527485169465816,0.5039623842772921,0.7173218575936317,non significant
MEDP1490,0.9466448067978166,0.6428025582482398,0.5422288345769325,non significant
MEDP1493,1.0420973993298692,0.6232454296411651,0.5836475192038716,non significant
MEDP1500,1.0230370257786991,0.8132959099195174,0.9032595869737878,non significant
MEDP1506,1.0068138617909623,0.8090983949704541,0.597228139284709,non significant
MEDP1507,0.903728309127309,0.7926268022456912,0.364826412284092,non significant
MEDP1508,1.0032890165120945,0.9630542085196343,0.31757323346594696,non significant
MEDP1511,0.9618003419040234,0.8771749508366549,0.21680264533733928,non significant
MEDP1512,0.980356331623851,0.8457024711122062,0.4689510851118514,non significant
MEDP1516,1.028633870236186,0.8132959099195174,0.2730826265947842,non significant
MEDP1604,0.9816114421970277,0.5850010369821274,0.6378117957085291,non significant
MEDP1614,1.0319843742793893,0.8090983949704541,0.4654615011237007,non significant
MEDP1644,1.0542353268667155,0.47103856646659853,0.8022520600521925,non significant
MEDP1654,1.0420973993298692,0.6232454296411651,0.5836475192038716,non significant
MEDP1655,0.9249853353539883,0.7767977979338698,0.43906831205164515,non significant
MEDP1657,0.8933446182067728,0.01809093626668432,1.900521537242539,Lower in MCI
MEDP1658,0.977034840314548,0.8132959099195174,0.31121122729807965,non significant
MEDP1659,0.904981754277091,0.21100364621225856,1.1216361445254377,non significant
MEDP1662,0.9615239124785352,0.5674334398758448,0.6808086633643654,non significant
MEDP1663,1.0137160660072158,0.8132959099195174,0.5578719132054584,non significant
MEDP1667,1.0746350814930068,0.27878774593368366,1.1820914414363672,non significant
MEDP1686,0.9293741149271363,0.7313753447443938,1.1950612802519898,non significant
MEDP1693,0.7400930478305864,0.8132959099195174,0.7448650538441907,non significant
MEDP1695,0.9233677708805133,0.21100364621225856,1.1388482554574069,non significant
MEDP1698,0.9652675885802237,0.6519863433497278,0.5484138850988176,non significant
MEDP1705,1.036070457326948,0.7643562582783725,1.032300050449839,non significant
MEDP1706,1.0032971303328708,0.9805651912305973,0.7279788478240219,non significant
MEDP1713,1.1230946994022317,0.11610960503325404,1.3662500261719024,non significant
MEDP1717,1.0104698637426521,0.8135985462777805,0.3170909686273925,non significant
MEDP1723,1.1213357896162657,0.5895738264614367,0.8700243159837359,non significant
MEDP1744,1.010821955714465,0.7131442647277089,0.9950220296335567,non significant
MEDP1749,0.9828583123662724,0.7131442647277089,1.0795608881388294,non significant
MEDP1750,0.9740953349890211,0.8006955391779674,0.6490319122669534,non significant
MEDP1762,0.9286497246441136,0.9985353091693895,0.3771446794033634,non significant
MEDP1778,0.9604283414892435,0.5482915044996942,0.6541711820430828,non significant
MEDP1779,0.942930973896369,0.8293806948011031,0.9134625791361488,non significant
MEDP1780,1.0587591545869213,0.31397879228203673,1.2782682254471591,non significant
MEDP1786,1.2555710437569436,0.07946659953729365,1.4325509463600048,non significant
MEDP1787,1.0736048061426393,0.4790414213581709,0.7927966262414281,non significant
MEDP1788,1.0294628103801875,0.28673585035975585,1.1272607471854947,non significant
MEDP1799,0.8984652969719849,0.43418283631559396,0.8530662521359798,non significant
MEDP1802,1.127065788414556,0.883357359921407,0.353133307372725,non significant
MEDP1853,1.1651250286916504,0.8308217988868476,1.003705159320546,non significant
MEDP1860,0.9910901037894542,0.9604895814786621,0.2104469032414004,non significant
MEDP1871,0.9823483059251288,0.953103150956041,0.08242354250891633,non significant
MEDP1884,0.9573156789315866,0.7652087124292034,0.4071398108174894,non significant
MEDP1885,0.7286341555852346,0.19272856279190917,1.277933361598557,non significant
MEDP1897,1.4916737195126886,0.5443437920409478,0.8841084826001105,non significant
MEDP1898,1.0007160590930793,0.9805651912305973,0.34038066045250376,non significant
MEDP1913,0.9657334328928738,0.7951897745284533,0.32294714421580756,non significant
MEDP1914,1.0798544309221039,0.47103856646659853,0.9587563348242687,non significant
MEDP1915,1.0689285951405267,0.6428025582482398,0.6426130600156696,non significant
MEDP1917,1.1405524116958825,0.34515170002457485,0.9506646394273865,non significant
MEDP1919,0.8274640148391109,0.2436421827703003,1.1992244640688066,non significant
MEDP1921,0.9084742870325179,0.6910402737042667,0.49770082947770505,non significant
MEDP1923,0.9765676059779753,0.7643562582783725,0.5171597593750284,non significant
MEDP1928,0.8041169446566421,0.16101720092353528,1.4363766206053874,non significant
MEDP1929,0.9753283561685516,0.9805651912305973,0.2733588548653672,non significant
MEDP1940,1.0261842207730794,0.7951897745284533,0.6196658318822644,non significant
MEDP1942,0.7452277050668838,0.9805651912305973,0.03907491772775529,non significant
MEDP1961,0.9828707029640451,0.8308217988868476,0.3153833926028575,non significant
MEDP1973,1.1035831589897713,0.8780411073557475,0.32655955296275024,non significant
MEDP1993,0.9811458139664693,0.8293806948011031,0.32576893127986406,non significant
MEDP1996,1.1211088473607247,0.07739178232110773,1.4857554758421636,non significant
MEDP2001,1.1289224486746572,0.5587989261037584,0.8762775750289622,non significant
MEDP2003,1.0968352633542062,0.6643720474667947,0.7174170993877024,non significant
MEDP2007,1.1017835059421213,0.8876919832813837,0.17646206850720222,non significant
MEDP2017,1.0782509769543818,0.4086388360281489,0.8804184044100581,non significant
MEDP2038,1.0745508982961445,0.5039623842772921,0.8386081429571737,non significant
MW0001163,1.014129059966659,0.5142253395294766,0.6893076876489981,non significant
MW0001486,1.0629800911338025,0.79058838651444,0.37949221669132865,non significant
MW0001675,1.0388081679056704,0.6371490948663496,0.5663243216252647,non significant
MW0002271,1.0083530180374791,0.8034188808421748,0.3491884540763569,non significant
MW0002401,0.7795594406397756,0.15202601295842552,1.2265077063427297,non significant
MW0002432,0.8682479232970516,0.299962425965211,1.1232900345529648,non significant
MW0002893,0.9714994796077595,0.79058838651444,0.4052550142360974,non significant
MW0003249,1.0353466108776792,0.7814197839901377,0.3720011792108074,non significant
MW0003729,0.9899472730248698,0.923534364454758,0.4000565800946989,non significant
MW0004159,0.964896227705835,0.9985353091693895,0.19624242470348016,non significant
MW0006078,0.9905435864603018,0.9021199368621295,0.5107993714083321,non significant
MW0006470,1.0133712448757908,0.8554916494416929,0.932622694437822,non significant
MW0006821,0.9746395811398445,0.5039623842772921,1.1061825044156792,non significant
MW0006886,1.0898988397672251,0.9122529045915254,0.5235258618924886,non significant
MW0007831,0.9756903650733917,0.9805651912305973,0.09373933895722518,non significant
MW0008652,1.135840898336759,0.6232454296411651,0.6033432550956458,non significant
MW0009655,1.0969142656803328,0.7815767563024403,0.3366737422804208,non significant
MW0009863,0.5932387173016633,0.6428025582482398,0.5134420319514338,non significant
MW0010040,1.0086912633614307,0.9152035839928349,0.33843087680859774,non significant
MW0010601,2.684879094941845,0.31900974394689036,1.3314043089602148,non significant
